2003Q4	2,031,302	32.24
2004Q1	2,088,345	27.99
2004Q2	1,997,444	30.36
2004Q3	2,097,149	30.23
2004Q4	2,110,684	31.11
2005Q1	2,162,091	26.99
2005Q2	2,098,230	27.80
2005Q3	2,186,429	27.71
2005Q4	2,183,142	33.79
2006Q1	2,204,640	29.05
2006Q2	2,131,199	30.24
2006Q3	2,224,586	30.99
2006Q4	2,241,386	33.70
2007Q1	2,257,320	29.42
2007Q2	2,183,257	31.60
2007Q3	2,337,932	30.45
2007Q4	2,341,482	34.16
2008Q1	2,367,592	29.99
2008Q2	2,249,069	30.49
2008Q3	2,321,264	28.27
2008Q4	2,313,425	29.67
2009Q1	2,320,595	26.59
2009Q2	2,196,908	29.20
2009Q3	2,327,802	28.42
2009Q4	2,385,927	32.66
2010Q1	2,403,098	32.00
2010Q2	2,300,769	34.56
2010Q3	2,427,628	32.62
2010Q4	2,464,904	33.40
2011Q1	2,516,992	33.15
2011Q2	2,401,073	32.27
2011Q3	2,532,332	29.59
2011Q4	2,516,174	30.84
2012Q1	2,598,432	29.64
2012Q2	2,487,710	31.47
2012Q3	2,606,622	30.34
2012Q4	2,596,623	30.39
2013Q1	2,635,730	30.59
2013Q2	2,534,443	31.84
2013Q3	2,630,606	31.90
2013Q4	2,674,708	31.08
2014Q1	2,724,337	31.29
2014Q2	2,640,641	32.63
2014Q3	2,761,943	31.35
2014Q4	2,751,470	33.24
